id,query,domain,label,label_name,n_tokens,source
926accae41d4,What is the 80th percentile of a normal distribution with mean 36.9 and standard deviation 13.9?,Introductory Statistics,0,factual,18,dataset_introductory_statistics.json
92a7195e7889,"The concept of the “best fit” in regression (minimizing SSE) and the concept of the “most likely value” in normal distribution (the mean, where the curve peaks) both represent optimization. Synthesize these ideas to explain how statistics as a discipline is fundamentally about finding the “best description” of data under uncertainty.",Introductory Statistics,1,analytical,51,dataset_introductory_statistics.json
942bce2781e0,"In the linear regression equation ŷ = a + bx, what does the slope b describe?",Introductory Statistics,0,factual,13,dataset_introductory_statistics.json
943340282598,"How does a regression line with a slope close to 0 differ from one with a steep slope, in terms of what it tells us about the relationship between x and y?",Introductory Statistics,1,analytical,32,dataset_introductory_statistics.json
953a174d2876,How does the concept of a “residual” in regression compare to the concept of a “deviation from the mean” in descriptive statistics?,Introductory Statistics,1,analytical,22,dataset_introductory_statistics.json
962a0b913fd2,"What is the mean of the standard normal distribution Z ~ N(0, 1)?",Introductory Statistics,0,factual,13,dataset_introductory_statistics.json
9680659ad4d9,"How does the concept of the “population regression line” (Chapter 12) parallel the concept of the “true population distribution” (Chapter 6)? In both cases, we use samples to estimate unknown population parameters. Synthesize these ideas to explain the fundamental role of sampling in statistical inference.",Introductory Statistics,1,analytical,45,dataset_introductory_statistics.json
96b4fd7af091,"For the CD player lifetime example, what is the mean lifetime?",Introductory Statistics,0,factual,11,dataset_introductory_statistics.json
987bebcf7c13,"What is the 80th percentile of the fly ball distance distribution (mean 250, sd 50)?",Introductory Statistics,0,factual,15,dataset_introductory_statistics.json
99270909067e,"In the context of business analytics, a firm uses regression to predict revenue from advertising spend and also assumes that revenue follows a normal distribution. Integrate concepts from both chapters to explain how the firm would set sales targets (using percentiles, Chapter 6) and forecast future performance (using regression, Chapter 12).",Introductory Statistics,1,analytical,51,dataset_introductory_statistics.json
994874d870da,"How does the regression line prediction at x = 73 differ before and after removing the outlier (65,175) in the third exam/final exam example?",Introductory Statistics,1,analytical,25,dataset_introductory_statistics.json
995db9360938,"How does the y-intercept of the regression line for life expectancy (Chapter 12) differ in interpretation from the y-intercept of a cost function (e.g., Aaron’s Word Processing Service)?",Introductory Statistics,1,analytical,32,dataset_introductory_statistics.json
9992135dc5c7,What is the correlation coefficient r?,Introductory Statistics,0,factual,6,dataset_introductory_statistics.json
9a890e98f99c,Compare the effect of having n = 5 data points vs. n = 100 data points on the critical value for r at the 95% confidence level. What does this tell us about sample size and significance?,Introductory Statistics,1,analytical,35,dataset_introductory_statistics.json
9ba4064d8b5e,Compare the interpretation of a positive z-score versus a negative z-score.,Introductory Statistics,1,analytical,13,dataset_introductory_statistics.json
9c524e40b301,"For df = 12, what is the critical value of r at the 95% level?",Introductory Statistics,0,factual,14,dataset_introductory_statistics.json
9d4c5fd05c9e,"A public health analyst is studying coffee consumption and heart disease rates (Chapter 12). Integrate the concepts of significance testing (is r significant?), prediction (regression equation), and the normal distribution of residuals to provide a complete statistical assessment of whether coffee consumption is a useful predictor of heart disease risk.",Introductory Statistics,1,analytical,50,dataset_introductory_statistics.json
9de63bdbb7ba,What is the 25th percentile of a normal distribution with mean 2 and standard deviation 0.5?,Introductory Statistics,0,factual,17,dataset_introductory_statistics.json
9f0a47806522,Synthesize the concept of hypothesis testing for ρ from Chapter 12 with the concept of probability under the normal curve from Chapter 6. Explain how the p-value in the LinRegTTest is conceptually a normal/t-distribution probability.,Introductory Statistics,1,analytical,37,dataset_introductory_statistics.json
9f53981d8701,"What is a positive correlation, and what does it imply about the relationship between x and y?",Introductory Statistics,0,factual,17,dataset_introductory_statistics.json
a0006cf00eb2,What does ŷ (y-hat) represent in a regression equation?,Introductory Statistics,0,factual,9,dataset_introductory_statistics.json
a05a88ab38e5,What is the difference between an outlier and an influential point in regression?,Introductory Statistics,1,analytical,13,dataset_introductory_statistics.json
a14d14620def,"Compare the concept of a “percentile” in a normal distribution to what it means in everyday language (e.g., “the 90th percentile student”).",Introductory Statistics,1,analytical,23,dataset_introductory_statistics.json
a208defc97e4,Compare the roles of the independent variable (x) and the dependent variable (y) in a linear regression model.,Introductory Statistics,1,analytical,18,dataset_introductory_statistics.json
a2f5436bdd36,"A data journalist is writing about wealth inequality. Income distributions are typically not normal (they are right-skewed), yet regression models are applied to income data. Using concepts from Chapter 6 (normality, transformations) and Chapter 12 (regression, assumptions), explain how a statistician would handle non-normal data before applying regression.",Introductory Statistics,1,analytical,50,dataset_introductory_statistics.json
a2fc3fb771e8,How does the concept of z-scores from the normal distribution chapter connect to the hypothesis testing of the correlation coefficient in Chapter 12? In what ways do both use standardization to make comparisons?,Introductory Statistics,1,analytical,34,dataset_introductory_statistics.json
a3410e381170,"An ecologist is studying the sparrow hawk colony data. Integrate the concepts of outlier detection (Chapter 12), the meaning of residuals, and the normal distribution of errors to explain the full process of determining whether a data point is a true outlier versus natural variation.",Introductory Statistics,1,analytical,45,dataset_introductory_statistics.json
a47709ab70b9,"How does the concept of “degrees of freedom” connect both chapters? In Chapter 12, df = n–2 is used for the t-test. In Chapter 6, the t-distribution underlies the critical values. Explain how the concept of degrees of freedom reflects the loss of information when estimating parameters from samples.",Introductory Statistics,1,analytical,51,dataset_introductory_statistics.json
a48bda4cc71b,"How does the Empirical Rule differ for the 68%, 95%, and 99.7% intervals in terms of the number of standard deviations from the mean?",Introductory Statistics,1,analytical,25,dataset_introductory_statistics.json
a6ff7d3cb11f,"What is the standard normal distribution, and how is it denoted?",Introductory Statistics,0,factual,11,dataset_introductory_statistics.json
a70e147f87e6,What does the sign of r tell us about the direction of a linear relationship?,Introductory Statistics,0,factual,15,dataset_introductory_statistics.json
a740a0c6124b,What is a linear relationship in a statistical context?,Introductory Statistics,0,factual,9,dataset_introductory_statistics.json
a86f9af80fa4,Define the normal distribution and identify its two parameters.,Introductory Statistics,0,factual,9,dataset_introductory_statistics.json
acfa694cdab8,How does the regression of the percent of hourly workers over time (Chapter 12) compare to the regression of life expectancy over time in terms of slope direction and interpretation?,Introductory Statistics,1,analytical,30,dataset_introductory_statistics.json
ad84b66f6f2d,"Synthesize the concepts of the y-intercept in regression (Chapter 12) with the concept of the mean as the “center” of a normal distribution (Chapter 6). When the y-intercept has no practical meaning (e.g., when x = 0 is outside the domain), how should a statistician communicate their results responsibly?",Introductory Statistics,1,analytical,51,dataset_introductory_statistics.json
adbd3f261362,"In the final exam scores example (μ = 63, σ = 5), what is the probability of scoring less than 85?",Introductory Statistics,0,factual,17,dataset_introductory_statistics.json
ae422fbffb52,"What is the difference between the normal distribution N(μ, σ) and the standard normal distribution Z ~ N(0, 1)?",Introductory Statistics,1,analytical,18,dataset_introductory_statistics.json
ae98ae744af4,How do the limitations of extrapolation in regression (Chapter 12) and the limitations of applying the normal distribution outside the observed range (Chapter 6) reflect the same fundamental principle in statistics: that we should not make claims beyond the boundaries of our data?,Introductory Statistics,1,analytical,43,dataset_introductory_statistics.json
aed60c5d66e0,"A sociologist is studying the relationship between education level and income. Use concepts from both Chapter 6 (normality of income distribution) and Chapter 12 (regression, significance testing, prediction) to outline a complete statistical study design and analysis plan.",Introductory Statistics,1,analytical,38,dataset_introductory_statistics.json
afa701692d28,"What is the probability that a randomly chosen mandarin orange has a diameter larger than 6.0 cm, given mean 5.85 cm and sd 0.24 cm?",Introductory Statistics,0,factual,28,dataset_introductory_statistics.json
b0492e860b3e,"Compare the practical interpretation of the slope in a real-world regression (e.g., “for each additional story, height increases by ~13 feet”) with the mathematical definition of slope as “rise over run.”",Introductory Statistics,1,analytical,33,dataset_introductory_statistics.json
b1b369c5837c,What is the slope of the best-fit line in the third exam/final exam example?,Introductory Statistics,0,factual,16,dataset_introductory_statistics.json
b1c8abd05417,"In Chapter 12, what calculator function is used to find the least-squares regression line?",Introductory Statistics,0,factual,15,dataset_introductory_statistics.json
b3fc03e9698d,"In the third exam/final exam example, what is the equation of the least-squares regression line?",Introductory Statistics,0,factual,17,dataset_introductory_statistics.json
b4284fa705b7,What does “fail to reject the null hypothesis” mean in plain language in the context of correlation testing?,Introductory Statistics,0,factual,18,dataset_introductory_statistics.json
b64aa0fdda0a,"In the NUMMI automobile example, the number of defective cars follows approximately a normal distribution. Explain how the concepts of z-scores and the Empirical Rule can be used together to identify unusually high or low defect rates in the quality control process.",Introductory Statistics,1,analytical,43,dataset_introductory_statistics.json
ba5c6b0a43cf,"In quality control, a manufacturing plant uses both the Empirical Rule (Chapter 6) and regression analysis (Chapter 12) to monitor production. Explain how these two tools can be used together to detect when a process is “out of control.”",Introductory Statistics,1,analytical,39,dataset_introductory_statistics.json
ba6f0aea6be2,"In the linear regression equation y = a + bx, what does a represent geometrically?",Introductory Statistics,0,factual,13,dataset_introductory_statistics.json
baddaf690791,Compare what the slope means in the Aaron’s Word Processing Service equation vs. the Svetlana tutoring equation. How is the real-world meaning of slope different?,Introductory Statistics,1,analytical,27,dataset_introductory_statistics.json
bc906b3c5f4f,What is the range of possible values for the correlation coefficient r?,Introductory Statistics,0,factual,12,dataset_introductory_statistics.json
bebbd5e5d869,"What is a z-score, and what does it measure?",Introductory Statistics,0,factual,10,dataset_introductory_statistics.json
bf18740b05c2,"In the third exam/final exam example, which data point was identified as an outlier?",Introductory Statistics,0,factual,15,dataset_introductory_statistics.json
bf5d01d2cca3,What is the p-value for the significance test of the correlation coefficient in the third exam/final exam example?,Introductory Statistics,0,factual,20,dataset_introductory_statistics.json
bf809d1c74e6,What is the population correlation coefficient ρ (rho)?,Introductory Statistics,0,factual,7,dataset_introductory_statistics.json
c018e4fef3f5,What is the difference between a data point that lies above the regression line versus one that lies below it? What does the sign of the residual tell us?,Introductory Statistics,1,analytical,29,dataset_introductory_statistics.json
c0463c508c96,Compare a regression model for predicting sports stadium capacity (n=60) to a model for predicting checkout wait times (n=50). How does sample size affect confidence in the predictions?,Introductory Statistics,1,analytical,30,dataset_introductory_statistics.json
c0496a3196d5,What is the dependent variable in a regression model?,Introductory Statistics,0,factual,9,dataset_introductory_statistics.json
c070d026e240,Compare the “direction” indicated by the sign of the correlation r with the “strength” indicated by the magnitude |r|. Can a strong negative correlation be more meaningful than a weak positive one?,Introductory Statistics,1,analytical,32,dataset_introductory_statistics.json
c08eb635ca40,How does the Pearson correlation coefficient r compare to the coefficient of determination r² in terms of what information each provides and which is more intuitive to interpret?,Introductory Statistics,1,analytical,28,dataset_introductory_statistics.json
c153837757b5,"What is extrapolation in the context of linear regression prediction, and why is it unreliable?",Introductory Statistics,0,factual,15,dataset_introductory_statistics.json
c18a5798e42d,"How do the lessons from all regression assumptions in Chapter 12 (linearity, normality, equal variance, independence, random sampling) and the properties of the normal distribution in Chapter 6 together constitute the theoretical foundation for classical linear regression? What would happen to statistical inference if each assumption were violated?",Introductory Statistics,1,analytical,48,dataset_introductory_statistics.json
c2685fd4bdb2,"For df = 8, what are the critical values of the correlation coefficient at the 95% level?",Introductory Statistics,0,factual,16,dataset_introductory_statistics.json
c3c5777c213c,What does r = 0 indicate about the linear relationship between two variables?,Introductory Statistics,0,factual,12,dataset_introductory_statistics.json
c7313034fdaa,"Compare the significance test for the correlation coefficient with a standard hypothesis test for a population mean. What elements do they share (null hypothesis, test statistic, p-value, conclusion), and where do they differ?",Introductory Statistics,1,analytical,34,dataset_introductory_statistics.json
c74dcfafb836,"For a normal distribution with mean 68 and standard deviation 3 (golf scores), what is the probability that a score is less than 65?",Introductory Statistics,0,factual,24,dataset_introductory_statistics.json
c8509fbf5d2d,How does the value of the test statistic t in correlation testing relate to the size of the correlation r and the sample size n?,Introductory Statistics,1,analytical,25,dataset_introductory_statistics.json
c8ee140b13b7,How does the percentage of x values between the 1st and 2nd standard deviations (~27%) compare to the percentage between the 2nd and 3rd standard deviations (~4.7%)? What does this tell us about extreme values?,Introductory Statistics,1,analytical,36,dataset_introductory_statistics.json
c959c0d497d1,What is a “well-designed random sample” in the context of regression assumptions?,Introductory Statistics,0,factual,13,dataset_introductory_statistics.json
c959ded4d63d,"Consider the relationship between the regression significance test (testing H₀: ρ = 0) and the broader concept of hypothesis testing underpinning statistical inference. Using the normal distribution as the theoretical foundation (Chapter 6) and the correlation test as a specific application (Chapter 12), synthesize the universal logic of hypothesis testing in statistics.",Introductory Statistics,1,analytical,50,dataset_introductory_statistics.json
c9e9532c2da3,"In a normal distribution, if the area to the left of x is 0.0228, what is the area to the right?",Introductory Statistics,0,factual,22,dataset_introductory_statistics.json
ca5b16b97c7f,"A data scientist working on an environmental study finds that pollution levels are normally distributed (Chapter 6) and that there is a significant regression relationship between industrial output and pollution levels (Chapter 12). Synthesize these findings to explain how the scientist would (a) set regulatory thresholds using percentiles, (b) predict future pollution from projected industrial output, and (c) test whether the relationship is statistically valid.",Introductory Statistics,1,analytical,65,dataset_introductory_statistics.json
cb71166f4cf5,How does the normal distribution compare to the bell curve approximations used for binomial distributions (as in the coin flip and NUMMI examples)?,Introductory Statistics,1,analytical,23,dataset_introductory_statistics.json
cd67b7803e76,"A climate scientist models global temperature as a function of CO₂ levels using regression (Chapter 12) and also models year-to-year temperature variation as normally distributed (Chapter 6). Synthesize these two perspectives to explain how both tools are needed for a complete picture: one for trend, one for variability around the trend.",Introductory Statistics,1,analytical,53,dataset_introductory_statistics.json
ce5abd6d3c2a,What is the Empirical Rule (also known as the 68-95-99.7 Rule)?,Introductory Statistics,0,factual,14,dataset_introductory_statistics.json
ce8069d2bb60,"The Consumer Price Index example shows a significant r but a potentially nonlinear relationship. Using the normal distribution concepts, explain how the distribution of residuals around the regression line can visually or numerically reveal when a linear model is not appropriate.",Introductory Statistics,1,analytical,41,dataset_introductory_statistics.json
cf1770ec9603,How do the concepts of percentile (Chapter 6) and prediction from a regression line (Chapter 12) both answer the question “what value of y should we expect?” even though they use different methods?,Introductory Statistics,1,analytical,33,dataset_introductory_statistics.json
d049c29ef771,What notation is used for a normal distribution with mean μ and standard deviation σ?,Introductory Statistics,0,factual,13,dataset_introductory_statistics.json
d04c7159e901,What is the form of the standard linear equation in statistics (as opposed to algebra)?,Introductory Statistics,0,factual,15,dataset_introductory_statistics.json
d052ae50f1bc,What is the alternative hypothesis Hₐ in a test of significance for the correlation coefficient?,Introductory Statistics,0,factual,15,dataset_introductory_statistics.json
d31a370aa0d6,"Consider the checkout line wait time study. Using the normal approximation (Chapter 6) and the regression concepts (Chapter 12), explain the full analytical pipeline: from raw data collection to a predictive model, including how the normal distribution assumption is checked.",Introductory Statistics,1,analytical,40,dataset_introductory_statistics.json
d3d2c920df36,"Consider the life expectancy vs. year of birth regression. Using knowledge from both chapters, explain how you would (a) assess normality of the data, (b) fit the regression, (c) test significance, and (d) interpret the practical meaning of the slope in terms of public health progress.",Introductory Statistics,1,analytical,46,dataset_introductory_statistics.json
d40cfc06589d,"In the third exam/final exam example, how many data points (n) were used?",Introductory Statistics,0,factual,14,dataset_introductory_statistics.json
d41f473eef53,"What is normalcdf, and when is it used?",Introductory Statistics,0,factual,8,dataset_introductory_statistics.json
d581fe1a0cc3,"Compare a scatter plot showing r = 0.9 vs. one showing r = 0.3. How would these look visually, and what do they mean statistically?",Introductory Statistics,1,analytical,25,dataset_introductory_statistics.json
d5be3d32e584,"In the third exam/final exam example with the outlier removed, what is the new equation of the best-fit line?",Introductory Statistics,0,factual,21,dataset_introductory_statistics.json
d5d070f05b19,"Consider the relationship between alcohol consumption and traffic fatalities, or cigarette smoking and lung cancer — relationships that are clearly causal in reality but must be carefully analyzed statistically. Using the concepts of correlation (Chapter 12) and the normal distribution of outcomes (Chapter 6), explain how a statistician would rigorously establish evidence for such a relationship while acknowledging the statistical limitation that “correlation does not imply causation.”",Introductory Statistics,1,analytical,66,dataset_introductory_statistics.json
d6321bf206a5,What is a “standardized value” and how does standardization help compare different data sets?,Introductory Statistics,0,factual,14,dataset_introductory_statistics.json
d6f2b5eb07a1,"Synthesize the ideas of outlier detection (Chapter 12) and the use of z-scores (Chapter 6) to propose a unified criterion for identifying unusual data points: specifically, explain how the rule of “residual > 2s” is analogous to identifying a data point with |z| > 2.",Introductory Statistics,1,analytical,44,dataset_introductory_statistics.json
d71a8981c388,How does removing an outlier from the data change the SSE (Sum of Squared Errors)? Should it increase or decrease? Why?,Introductory Statistics,1,analytical,21,dataset_introductory_statistics.json
da6ad398a30e,"For the fat calories distribution with mean 36 and standard deviation 10, what is the maximum value for the lower 25%?",Introductory Statistics,0,factual,21,dataset_introductory_statistics.json
db1c11a7145a,"In the height vs. stories regression example (Chapter 12), how many buildings are in the dataset?",Introductory Statistics,0,factual,16,dataset_introductory_statistics.json
dc74b79e0e25,How do the concepts of “regression to the mean” (implied in regression analysis) and the normal distribution’s symmetry (Chapter 6) jointly explain why extreme scores on one measurement tend to be followed by less extreme scores on a subsequent measurement?,Introductory Statistics,1,analytical,41,dataset_introductory_statistics.json
dcd555f45b11,What is the least-squares regression line (line of best fit)?,Introductory Statistics,0,factual,11,dataset_introductory_statistics.json
ddab5f260e19,What is meant by “degrees of freedom” in the t-test for correlation significance?,Introductory Statistics,0,factual,14,dataset_introductory_statistics.json
de3e24af481b,"What is the standardization transformation, and what distribution does it produce?",Introductory Statistics,0,factual,11,dataset_introductory_statistics.json
de536e07149b,"Reflecting on the entire textbook content from Chapters 6 and 12: How do the normal distribution and linear regression together represent a microcosm of statistical thinking — the ability to model uncertainty, measure relationships, test hypotheses, make predictions, and communicate findings responsibly? What philosophical and practical lessons do these two chapters teach about the role of statistics in knowledge creation?",Introductory Statistics,1,analytical,59,dataset_introductory_statistics.json
dfed7054e52e,What does the slope b = r(sy/sx) mean in words?,Introductory Statistics,0,factual,11,dataset_introductory_statistics.json
e0182975e7de,"The textbook mentions that “correlation does not imply causation.” Using examples from both Chapter 6 (distributions of natural phenomena) and Chapter 12 (regression of real-world data), construct a comprehensive argument for why this principle is essential in data analysis.",Introductory Statistics,1,analytical,40,dataset_introductory_statistics.json
e096ea32e4be,A company uses regression to predict quarterly sales (Chapter 12) and also assumes sales follow a normal distribution for probability calculations (Chapter 6). Explain how these two statistical frameworks are complementary and how a manager would use both together for business decision-making.,Introductory Statistics,1,analytical,43,dataset_introductory_statistics.json
e09d144cff9e,How does the detection and removal of an outlier (Chapter 12) change not just the regression line but also the distribution of residuals? Use the concepts of normal distribution (Chapter 6) to explain why a cleaner dataset may have residuals that better approximate normality.,Introductory Statistics,1,analytical,44,dataset_introductory_statistics.json
e0b5aeca206e,What is the formula for the correlation coefficient r?,Introductory Statistics,0,factual,9,dataset_introductory_statistics.json
e12567ca9c14,How does the standard deviation of residuals s differ from the standard deviation of the original y values?,Introductory Statistics,1,analytical,18,dataset_introductory_statistics.json
e2eab3fdb1ad,Define the term “strength” of a relationship as shown in a scatter plot.,Introductory Statistics,0,factual,13,dataset_introductory_statistics.json
e377e5120b9b,Define the term “direction” of a relationship as shown in a scatter plot.,Introductory Statistics,0,factual,13,dataset_introductory_statistics.json
e3c3b02c01f9,What is a critical value in the context of a normal distribution?,Introductory Statistics,0,factual,12,dataset_introductory_statistics.json
e45ee3f76398,"A pharmaceutical company tests drug effectiveness. Patient outcomes are normally distributed (Chapter 6), and the relationship between dosage and effectiveness is modeled with regression (Chapter 12). Synthesize both approaches to explain how the company would determine the optimal dosage range, including statistical significance testing and risk quantification.",Introductory Statistics,1,analytical,47,dataset_introductory_statistics.json
e4652e3b2b3a,"What is the Consumer Price Index (CPI), and how is it used in the regression example?",Introductory Statistics,0,factual,16,dataset_introductory_statistics.json
e4f382405887,What important point does the best-fit line always pass through?,Introductory Statistics,0,factual,11,dataset_introductory_statistics.json
e5ff7f0c55cb,"Consider the gold medal swimming times dataset. Using the regression analysis from Chapter 12 and the normal distribution concepts from Chapter 6, explain how you would (a) find the best-fit line, (b) test its significance, (c) make a prediction for a future year, and (d) quantify the uncertainty in that prediction using a probability statement.",Introductory Statistics,1,analytical,56,dataset_introductory_statistics.json
e7401d55d3a0,"For the IQR of smartphone user ages (mean 36.9, sd 13.9), what is Q1?",Introductory Statistics,0,factual,16,dataset_introductory_statistics.json
e779ad32602c,What is the difference between using r (correlation coefficient) and r² (coefficient of determination) to evaluate a regression model?,Introductory Statistics,1,analytical,19,dataset_introductory_statistics.json
e87b84cfc55d,Compare the prediction accuracy of a regression model with r² = 0.72 vs. one with r² = 0.20. How confident should you be in each model’s predictions?,Introductory Statistics,1,analytical,28,dataset_introductory_statistics.json
e968be771aab,What is the 68-95-99.7 rule and why is it useful in practice?,Introductory Statistics,0,factual,15,dataset_introductory_statistics.json
e9b53116080e,"In the checkout line wait time example, what was the sample standard deviation?",Introductory Statistics,0,factual,13,dataset_introductory_statistics.json
ecaa35a61c2f,What significance level α is used throughout Chapter 12 for hypothesis testing of the correlation coefficient?,Introductory Statistics,0,factual,15,dataset_introductory_statistics.json
ed54dea51b0c,"Compare the normal distribution curve to a uniform distribution in terms of shape, mean, and probability calculation.",Introductory Statistics,1,analytical,17,dataset_introductory_statistics.json
ed5ea6ff1ccc,"How does a change in the mean μ affect the shape and position of the normal curve, compared to a change in the standard deviation σ?",Introductory Statistics,1,analytical,24,dataset_introductory_statistics.json
ee32e8f0326e,"What is the bell curve, and in what fields is it commonly observed?",Introductory Statistics,0,factual,13,dataset_introductory_statistics.json
eed3337247fb,How does the use of z-scores to compare SAT and ACT scores illustrate the broader concept of standardization? Compare this use to the standardization in a standard normal distribution.,Introductory Statistics,1,analytical,30,dataset_introductory_statistics.json
ef1c05b0feb4,Compare P(X > x) = 1 – P(X < x) with the complementary rule in general probability. How does the normal distribution make this calculation especially straightforward?,Introductory Statistics,1,analytical,25,dataset_introductory_statistics.json
f04947513b89,"What is the notation X ~ N(μ, σ), and what does each parameter represent?",Introductory Statistics,0,factual,12,dataset_introductory_statistics.json
f24129d8286c,How is r² interpreted as a percentage in the context of regression?,Introductory Statistics,0,factual,12,dataset_introductory_statistics.json
f4683cace3bc,"Compare the regression equation before and after removing the outlier (65, 175) from the third exam/final exam data. How does the slope change?",Introductory Statistics,1,analytical,24,dataset_introductory_statistics.json
f56881785011,"In the 2012 SAT verbal section, what was the mean score μ?",Introductory Statistics,0,factual,11,dataset_introductory_statistics.json
f56c0f236efd,Compare the regression line used for the sparrow hawk data (percent return vs. percent new) with the regression line used for the gold medal swimming data (year vs. time). In what ways are their interpretations similar and different?,Introductory Statistics,1,analytical,38,dataset_introductory_statistics.json
f77e5911d93e,"Define a “random variable” X ~ N(μ, σ) in words.",Introductory Statistics,0,factual,8,dataset_introductory_statistics.json
f864c33229c0,Compare the interpretation of ρ = 0 versus ρ ≠ 0 in terms of what they imply about the population relationship.,Introductory Statistics,1,analytical,17,dataset_introductory_statistics.json
f9d69743ad6a,What is the practical meaning of the y-intercept when x = 0 in a real-world regression model?,Introductory Statistics,0,factual,18,dataset_introductory_statistics.json
fac4a80fd740,"If X ~ N(5, 6) and x = 17, what is the z-score?",Introductory Statistics,0,factual,13,dataset_introductory_statistics.json
faca4f87d1d8,"What is an influential point in linear regression, and how does it differ from an outlier?",Introductory Statistics,0,factual,16,dataset_introductory_statistics.json
fb00bc50fd2f,The sparrow hawk regression (Chapter 12) and the normal distribution of bird population sizes (Chapter 6) are both used in ecology. Integrate these two statistical tools to explain how ecologists use both distributional modeling and predictive modeling to manage and forecast wildlife populations.,Introductory Statistics,1,analytical,43,dataset_introductory_statistics.json
fba28346d5c2,"In the sparrow hawks study, how many colonies were tagged?",Introductory Statistics,0,factual,10,dataset_introductory_statistics.json
fc40e173463e,Compare the correlation coefficient r = 0.6631 (before removing the outlier) with r = 0.9121 (after removing it). What do these values tell us about the quality of each model?,Introductory Statistics,1,analytical,30,dataset_introductory_statistics.json
fcc380b3d649,What does “reject the null hypothesis” mean in plain language in the context of correlation testing?,Introductory Statistics,0,factual,16,dataset_introductory_statistics.json
fce7a514d46d,Define the standard deviation of the residuals s in the context of a regression model.,Introductory Statistics,0,factual,15,dataset_introductory_statistics.json
fdd5468325a9,Compare the probability of a value being more than 2 standard deviations above the mean vs. more than 3 standard deviations above the mean in a normal distribution. How extreme are these events?,Introductory Statistics,1,analytical,33,dataset_introductory_statistics.json
fdf6de408028,Compare the calculation of the interquartile range (IQR) using the normal distribution (invNorm) with calculating it from raw data. What are the advantages and disadvantages of each method?,Introductory Statistics,1,analytical,28,dataset_introductory_statistics.json
fe84ecccc33c,Compare the assumption that “data are normally distributed” in the context of the normal distribution chapter to the regression assumption that “y values are normally distributed about the regression line.”,Introductory Statistics,1,analytical,30,dataset_introductory_statistics.json
fff4f2f800cb,"Integrating the Empirical Rule from Chapter 6 with the regression outlier detection method from Chapter 12, propose a comprehensive data quality check process that a statistician could apply to any new dataset before performing regression analysis.",Introductory Statistics,1,analytical,36,dataset_introductory_statistics.json
fff6f0a53d5f,What is the difference between using s (standard deviation of residuals) and 2s as a cutoff for identifying outliers in regression analysis?,Introductory Statistics,1,analytical,22,dataset_introductory_statistics.json
0215e82d3ab2,"How do the microeconomic concepts of marginal cost, marginal revenue, and the profit-maximizing rule together explain why the monopolist's achievable profit is limited not only by production costs but also by the shape of the demand curve it faces?",Microeconomics,1,analytical,40,dataset_microeconomics.json
029353590e2c,"In 1997, how many acres of wheat were planted in North Dakota?",Microeconomics,0,factual,12,dataset_microeconomics.json
033953d720ad,"How do the long-run forces of entry and exit in perfect competition, combined with the zero-profit condition, lead to both productive and allocative efficiency?",Microeconomics,1,analytical,26,dataset_microeconomics.json
043c44d4dae8,How does a price ceiling affect consumer surplus compared to producer surplus?,Microeconomics,1,analytical,12,dataset_microeconomics.json
066441654430,What is 'long-run equilibrium' in a perfectly competitive market?,Microeconomics,0,factual,10,dataset_microeconomics.json
067b54885e15,What is the concept of 'social surplus' and how is it defined as the sum of consumer and producer surplus?,Microeconomics,0,factual,20,dataset_microeconomics.json
067e5df6bf93,"What does the Latin term 'ceteris paribus' mean, and why is it used by economists?",Microeconomics,0,factual,15,dataset_microeconomics.json
06873ffeaeb6,How does revenue-maximizing output compare to profit-maximizing output for a monopolist?,Microeconomics,1,analytical,13,dataset_microeconomics.json
06ee8876c411,What is the 'law of demand' in microeconomics?,Microeconomics,0,factual,8,dataset_microeconomics.json
0748bd4a7553,What were total U.S. organic food sales reported by the Organic Trade Association in 2020?,Microeconomics,0,factual,16,dataset_microeconomics.json
07a1ee1bc45f,How does the concept of 'price taker' in perfect competition contrast with the monopolist's ability to set price?,Microeconomics,1,analytical,18,dataset_microeconomics.json
082d09c22d91,"How do predatory pricing, brand-name recognition, and economies of scale interact as barriers to entry, and what are the long-run implications for market competition and consumer welfare?",Microeconomics,1,analytical,29,dataset_microeconomics.json
086ca0f8ef0f,"According to the supply schedule in Table 3.2, what is the quantity supplied of gasoline when the price is $2.20 per gallon?",Microeconomics,0,factual,24,dataset_microeconomics.json
0a2340428bc6,What is 'deadweight loss' in microeconomics?,Microeconomics,0,factual,6,dataset_microeconomics.json
0b1aa986baea,"How does the relationship between a firm's total revenue curve, total cost curve, and the resulting profit curve illustrate the logic of the profit-maximizing rule for both competitive firms and monopolists?",Microeconomics,1,analytical,32,dataset_microeconomics.json
0c6b71ea5c3f,"In the bread market example (Table 3.11), what is the equilibrium quantity?",Microeconomics,0,factual,13,dataset_microeconomics.json
0e6f5a0d6dfe,"How do changes in agricultural technology, government policy, and consumer preferences interact to reshape the equilibrium price and quantity in agricultural commodity markets like wheat and corn?",Microeconomics,1,analytical,27,dataset_microeconomics.json
0eb8632a7388,How does the interaction between short-run profit incentives for individual firms and the long-run entry and exit processes determine the shape of the long-run supply curve for an increasing-cost industry?,Microeconomics,1,analytical,34,dataset_microeconomics.json
112bf11e7d22,How does a price floor affect consumer surplus compared to producer surplus?,Microeconomics,1,analytical,12,dataset_microeconomics.json
